gender,race,college_tier,education_level,years_experience,skills_score,interview_score,test_score,hired
Male,White,Tier 2,Bachelors,4.2,19.82,91.25,94.05,1
Male,Asian,Tier 1,Bachelors,1.2,29.8,83.67,,1
,White,Tier 3,Bachelors,2.9,33.32,61.64,74.79,0
Male,White,Tier 2,Bachelors,9.4,12.26,88.06,9.77,0
Other,White,Tier 2,PhD,9.9,55.77,51.34,91.85,1
,White,Tier 2,Bachelors,6.0,26.04,90.65,61.15,1
Female,White,Tier 2,Bachelors,5.9,13.64,,59.19,0
,Hispanic,Tier 2,Bachelors,8.0,6.04,81.62,9.99,0
,,Tier 1,Bachelors,3.6,16.98,70.53,12.94,0
Female,Black,Tier 2,Bachelors,8.8,18.36,80.86,54.7,0
Male,White,Tier 1,Bachelors,15.3,,81.46,74.62,1
Female,Black,Tier 2,,1.9,12.98,80.87,69.83,0
Male,,Tier 2,Bachelors,,31.41,70.55,85.4,1
Male,Black,Tier 1,Bachelors,3.5,25.95,71.32,44.69,0
Male,Black,Tier 1,Bachelors,2.8,11.16,62.88,77.55,0
Male,White,Tier 1,Bachelors,,40.19,54.84,49.93,0
Female,White,Tier 1,Masters,2.5,14.81,81.51,25.02,0
Male,White,Tier 1,PhD,5.2,43.3,64.66,46.63,1
Male,Black,,Masters,3.6,36.17,62.99,49.75,0
,White,Tier 1,Masters,0.1,,72.02,27.02,0
Female,White,Tier 2,Masters,4.6,,,7.04,0
Male,Hispanic,Tier 1,Masters,8.1,82.74,73.25,58.49,1
Male,Black,Tier 2,Bachelors,,20.7,82.75,9.92,0
Male,Other,Tier 1,Bachelors,5.8,,61.99,58.04,0
Female,White,Tier 2,Masters,9.6,11.11,82.88,86.58,1
Other,Black,Tier 2,Masters,6.2,11.83,,85.35,0
Other,Hispanic,,Bachelors,12.2,,73.38,45.44,0
Female,White,Tier 1,Bachelors,0.2,80.06,86.1,3.31,1
Male,Black,Tier 3,,4.7,28.0,79.06,73.84,1
Other,Asian,Tier 2,Bachelors,5.5,27.76,43.31,30.21,0
Male,White,Tier 1,Masters,0.7,46.95,44.1,75.94,1
Male,White,Tier 3,PhD,0.2,,95.99,37.19,0
,Other,Tier 2,Bachelors,0.7,17.05,61.86,,0
,,Tier 1,Bachelors,2.6,31.7,81.31,11.36,0
Female,White,Tier 2,Masters,,24.01,52.86,32.53,0
Male,,Tier 3,Bachelors,1.4,28.14,98.46,50.75,1
Female,White,Tier 2,Bachelors,1.7,9.9,24.11,78.06,0
Female,White,Tier 1,Bachelors,1.4,37.13,62.48,63.38,0
Male,White,Tier 2,Bachelors,15.7,24.93,,87.27,1
Male,Black,Tier 1,Bachelors,3.3,36.58,85.2,0.67,0
Male,Other,Tier 2,Bachelors,2.1,15.65,48.6,78.92,0
Female,White,Tier 2,Masters,1.7,39.21,72.49,51.73,0
Male,Asian,Tier 2,Bachelors,2.0,51.99,79.33,36.62,1
Male,Black,,Bachelors,13.6,20.97,83.02,97.74,1
Male,White,Tier 1,PhD,2.0,15.38,80.2,2.12,0
Male,White,Tier 2,PhD,1.7,13.97,80.46,,0
Female,White,Tier 1,Masters,6.7,24.28,61.8,76.04,0
Male,White,Tier 2,PhD,1.5,9.95,84.16,73.18,0
Male,Other,Tier 2,Masters,,4.57,71.1,58.27,0
Female,White,Tier 2,Bachelors,0.7,35.22,66.37,95.06,1
Female,,Tier 2,Masters,,28.52,71.91,10.61,0
Female,Hispanic,Tier 3,Bachelors,0.1,29.97,75.19,24.69,0
,Black,Tier 1,Bachelors,5.0,23.9,68.75,55.22,0
Female,White,Tier 1,Masters,1.8,28.59,81.26,37.97,0
Female,Other,Tier 2,Bachelors,11.3,20.16,70.29,82.34,0
Other,White,Tier 2,Bachelors,12.5,19.09,93.44,54.72,1
Other,,Tier 2,Bachelors,28.1,21.35,88.31,92.38,1
Male,White,Tier 2,,12.9,31.67,63.74,89.72,1
Male,White,Tier 3,Bachelors,7.0,18.98,61.56,99.02,0
Male,Other,Tier 1,Masters,,10.66,74.3,,0
,Black,Tier 3,Bachelors,1.8,17.25,81.06,,0
Male,Asian,Tier 3,Bachelors,1.4,38.94,56.3,72.52,0
Male,Asian,Tier 1,Masters,4.7,4.1,47.65,3.4,0
Female,White,Tier 2,Bachelors,0.8,27.69,68.19,50.6,0
Male,White,Tier 1,Bachelors,17.5,24.39,52.39,96.05,1
Female,White,Tier 3,Bachelors,13.0,23.94,93.61,4.93,0
Other,,Tier 2,Masters,7.0,13.1,68.21,16.03,0
Male,Hispanic,Tier 3,Bachelors,2.7,23.35,57.3,83.94,0
Male,White,Tier 2,,2.8,25.96,,74.94,1
Male,Asian,Tier 3,PhD,1.1,10.59,59.26,12.21,0
Female,Hispanic,Tier 2,Bachelors,4.8,51.15,98.35,1.46,0
Male,Hispanic,Tier 2,,1.2,11.86,69.59,12.1,0
Male,Hispanic,Tier 1,Bachelors,,51.89,90.74,86.43,1
Male,White,Tier 1,Bachelors,3.4,25.8,67.72,86.68,1
Male,Asian,Tier 2,PhD,1.5,22.6,90.34,48.95,0
Male,White,Tier 2,Bachelors,7.1,37.56,75.3,31.07,0
,,Tier 1,Bachelors,1.9,26.8,87.91,16.58,0
Male,Black,,Bachelors,0.2,7.78,29.17,37.34,0
Male,Asian,Tier 2,Bachelors,9.6,41.76,27.84,43.58,0
Male,Black,,Bachelors,4.9,17.91,67.79,60.18,0
Male,Black,Tier 2,Bachelors,5.1,50.46,55.86,45.33,0
Female,White,Tier 2,Bachelors,11.2,56.57,84.52,92.59,1
Male,White,Tier 3,,1.4,40.1,88.35,50.61,1
,Asian,Tier 2,Bachelors,1.8,17.83,73.7,26.55,0
Female,White,Tier 2,,1.6,24.1,45.0,54.09,0
Male,Asian,Tier 1,Bachelors,6.4,13.62,42.76,23.88,0
Male,Asian,,Bachelors,6.5,50.67,62.65,0.21,0
Male,Black,Tier 1,PhD,3.8,9.19,62.99,93.03,0
Male,White,Tier 2,Bachelors,2.8,12.74,49.42,6.15,0
Male,White,Tier 2,Masters,,37.62,85.87,91.25,1
Female,White,Tier 2,Bachelors,,19.64,92.88,15.44,0
Female,,Tier 3,Bachelors,11.5,35.33,22.04,66.67,0
Female,White,Tier 1,Bachelors,1.6,17.03,,98.8,1
,White,,Bachelors,1.3,25.52,73.57,84.55,0
Male,Black,Tier 2,Bachelors,1.3,7.91,,93.59,0
Male,White,Tier 1,Bachelors,5.5,10.0,,60.89,0
Female,White,Tier 2,Bachelors,3.7,9.86,86.22,90.54,1
Female,Black,Tier 1,Bachelors,5.0,10.57,77.31,96.66,1
Male,Hispanic,Tier 2,Bachelors,0.4,38.66,83.07,54.14,1
Male,Black,,Masters,4.1,49.19,68.82,91.71,1
,Black,Tier 2,Bachelors,2.4,28.63,54.39,63.25,0
Female,Asian,Tier 2,Bachelors,10.5,7.6,82.76,35.18,0
Male,Asian,Tier 2,Masters,1.7,48.46,71.08,86.94,1
Male,White,Tier 2,Masters,14.9,24.93,,79.26,1
Male,White,Tier 3,Masters,6.3,49.45,55.95,64.43,0
Female,Asian,Tier 3,Bachelors,6.8,30.0,71.27,68.56,0
Male,Asian,Tier 2,Masters,5.9,18.65,86.94,69.75,1
Male,Asian,Tier 3,Bachelors,1.2,15.55,,0.15,0
Male,White,Tier 2,Bachelors,1.8,13.4,86.97,34.98,0
Male,White,Tier 2,Bachelors,12.3,60.83,87.36,15.35,1
Female,,Tier 1,Masters,9.4,33.13,68.01,77.01,1
Male,Asian,Tier 1,Bachelors,14.6,30.85,87.65,2.54,0
Male,White,Tier 2,Bachelors,2.1,24.99,60.21,25.71,0
Male,Asian,Tier 1,Masters,2.4,40.63,68.45,12.8,0
Male,Black,Tier 2,Bachelors,18.2,36.46,94.24,61.22,1
Female,White,Tier 2,,9.6,30.34,,51.82,0
Female,White,Tier 2,PhD,9.0,19.08,77.55,51.98,0
Female,White,Tier 1,Masters,1.6,23.92,55.04,25.92,0
Male,White,Tier 3,Bachelors,4.9,25.24,77.44,70.36,0
Female,White,Tier 2,Bachelors,3.8,16.16,66.46,35.66,0
Female,White,Tier 2,,4.9,20.16,80.11,0.34,0
Male,Asian,Tier 3,,13.4,30.76,78.93,52.63,0
Other,White,Tier 3,Bachelors,1.4,48.21,71.33,39.54,0
Male,,Tier 2,,1.8,26.03,85.55,38.14,0
Female,Asian,Tier 2,Bachelors,14.7,9.92,91.02,47.48,0
Female,White,Tier 1,Masters,,30.96,60.64,37.1,0
,,Tier 3,Bachelors,6.0,34.18,,,0
Male,Hispanic,Tier 3,Bachelors,5.4,47.51,68.15,50.54,0
Female,White,Tier 2,Bachelors,0.1,5.28,36.21,9.45,0
Male,White,Tier 1,Bachelors,0.2,31.15,93.45,41.0,1
Male,Black,Tier 3,Masters,0.6,41.31,93.06,,1
Male,Black,Tier 1,Bachelors,,29.18,84.65,66.21,1
Female,,Tier 1,Masters,11.9,26.22,,66.03,0
Male,Asian,,Bachelors,4.2,32.58,62.43,99.93,1
Male,Black,Tier 3,PhD,1.3,12.47,81.42,76.94,0
Male,,,Bachelors,8.5,38.72,57.86,87.61,1
Female,White,Tier 2,Bachelors,0.7,12.46,90.51,,0
Female,White,Tier 2,Bachelors,2.7,40.74,73.39,35.01,0
Female,White,Tier 1,Masters,4.8,40.23,76.03,82.39,1
Male,Hispanic,Tier 1,Bachelors,,17.53,85.25,89.5,1
Other,Black,Tier 3,Bachelors,9.9,39.72,36.15,,0
Female,White,Tier 2,Masters,,16.54,77.61,13.25,0
Male,White,,,6.2,,67.89,6.52,0
Female,White,Tier 1,Bachelors,3.9,,61.79,83.9,1
Male,White,Tier 2,Masters,0.3,30.48,,94.72,1
Female,White,Tier 2,PhD,4.3,17.52,49.69,60.85,0
Female,Black,Tier 1,Bachelors,1.8,10.46,60.69,73.01,0
Other,White,Tier 1,,0.6,3.51,86.7,5.4,0
,Black,Tier 1,Masters,11.8,37.25,57.0,10.61,0
Male,White,Tier 2,Bachelors,14.1,15.22,,24.45,0
Male,Hispanic,,Bachelors,6.7,9.6,84.85,83.41,0
Male,Black,Tier 2,PhD,3.2,34.66,73.1,78.77,1
Other,Black,Tier 1,Bachelors,4.1,10.44,79.43,12.63,0
Male,White,Tier 2,Bachelors,11.6,41.15,81.56,98.68,1
Male,Asian,Tier 1,Bachelors,2.4,33.06,82.0,26.53,0
Female,White,Tier 3,Bachelors,9.2,12.81,,73.36,0
Male,Asian,,Bachelors,5.5,,,61.07,0
,Asian,Tier 3,Bachelors,0.7,28.52,88.31,66.98,0
Male,Hispanic,Tier 2,Bachelors,5.3,40.88,60.17,13.64,0
,Asian,Tier 2,PhD,5.1,7.74,85.61,29.19,0
Male,White,Tier 2,Masters,1.5,18.25,,54.36,0
Male,Black,Tier 1,Bachelors,6.2,39.15,67.26,39.48,0
Female,Black,Tier 1,Bachelors,0.7,3.06,73.21,89.24,0
Male,White,Tier 1,Masters,0.5,19.69,96.66,96.75,1
Male,Asian,Tier 3,Bachelors,2.8,3.49,,39.79,0
Male,White,Tier 2,Bachelors,8.1,4.26,93.19,8.34,0
Male,White,Tier 3,PhD,4.9,29.16,76.76,57.46,0
Female,White,Tier 1,,4.3,7.51,57.78,,0
Female,Black,Tier 2,Masters,3.3,40.66,58.36,21.02,0
Female,White,Tier 1,Bachelors,1.5,3.0,47.31,95.58,0
Female,Hispanic,Tier 3,PhD,4.9,30.53,62.12,44.78,0
,Asian,Tier 3,Bachelors,,14.31,70.92,97.78,0
Male,White,Tier 1,Bachelors,2.5,67.92,66.37,80.4,1
Other,Black,Tier 1,Bachelors,1.7,33.01,58.2,,0
Male,Other,Tier 1,Masters,2.1,24.44,88.04,87.94,1
Male,Asian,Tier 3,Masters,1.1,39.39,85.79,30.38,0
Male,Hispanic,Tier 3,Bachelors,1.0,32.64,82.69,92.12,1
Other,White,Tier 1,Bachelors,0.0,44.25,52.69,76.0,1
Male,Asian,Tier 2,Bachelors,6.4,30.93,58.97,63.07,0
Male,White,Tier 3,Bachelors,0.2,18.01,72.0,55.35,0
Female,Asian,Tier 3,Bachelors,0.9,43.51,56.06,40.33,0
Male,White,,Bachelors,2.4,21.79,65.02,96.79,0
Female,Black,Tier 2,Bachelors,1.5,27.3,57.45,49.02,0
Male,Black,Tier 2,Bachelors,2.8,,70.91,24.6,0
,White,Tier 1,Bachelors,5.1,22.16,81.56,62.02,0
Male,Black,,Bachelors,5.2,48.47,82.83,,1
Male,Hispanic,Tier 1,Bachelors,3.2,,,69.9,1
Male,Black,Tier 3,Masters,2.8,5.87,64.59,94.41,0
Male,White,Tier 2,Bachelors,2.6,7.69,74.02,30.62,0
Male,White,Tier 2,Bachelors,,29.18,,2.45,0
Other,White,Tier 1,PhD,0.1,29.09,69.84,,0
Male,White,Tier 1,Bachelors,4.2,6.11,,28.19,0
Male,Black,Tier 2,Bachelors,25.4,38.31,,89.75,1
Male,Other,Tier 1,Masters,0.1,55.15,47.21,,0
Male,Black,Tier 3,Bachelors,7.4,32.18,72.47,18.26,0
Female,,Tier 2,Bachelors,1.9,35.4,96.81,12.6,0
Male,Hispanic,Tier 1,PhD,0.5,49.18,60.07,2.06,0
Other,White,Tier 1,Bachelors,1.0,,85.85,3.28,0
Male,White,Tier 1,,28.6,14.08,46.97,91.55,0
Female,Asian,Tier 2,Bachelors,7.8,9.5,85.89,14.51,0
Female,Asian,Tier 2,,5.6,21.85,81.98,95.26,1
Female,White,Tier 2,Bachelors,2.2,39.17,43.99,21.94,0
Other,White,Tier 2,,6.5,0.57,85.71,90.95,0
Female,Asian,Tier 2,Bachelors,0.3,21.51,70.31,54.8,0
Female,White,Tier 1,Masters,8.4,,37.73,40.4,0
Female,Asian,Tier 2,Bachelors,2.5,53.13,53.91,88.92,1
Male,Hispanic,,Masters,0.1,19.68,81.73,47.67,0
Male,Black,Tier 3,Bachelors,4.8,43.94,73.68,66.49,1
Male,White,,Bachelors,1.9,56.43,,23.07,0
Male,Hispanic,,Masters,4.7,36.17,52.42,47.08,0
Male,White,Tier 2,Masters,1.0,45.11,68.13,84.35,1
Male,White,Tier 1,Bachelors,0.0,29.2,85.58,77.94,1
Female,White,Tier 1,Bachelors,7.3,25.39,49.77,77.08,0
Other,Black,,,10.7,16.0,71.56,43.56,0
Male,White,Tier 3,PhD,6.7,16.23,59.94,12.49,0
Male,,Tier 3,Masters,3.4,33.78,63.86,59.75,0
Male,Hispanic,Tier 1,Bachelors,11.7,26.61,73.96,88.42,1
Female,White,Tier 1,Bachelors,0.4,41.41,82.87,95.75,1
Female,Hispanic,Tier 2,Bachelors,4.2,38.0,70.72,90.96,1
Female,Asian,Tier 2,Bachelors,4.1,28.5,60.89,29.08,0
Other,Hispanic,Tier 1,Bachelors,0.7,61.39,76.61,59.84,1
Male,White,Tier 3,Masters,4.5,35.06,,20.36,0
Male,White,Tier 2,Masters,7.9,33.29,72.12,8.58,0
Male,White,Tier 2,Bachelors,0.4,48.37,48.86,23.85,0
Female,Black,Tier 1,PhD,1.8,20.99,64.84,0.23,0
Female,White,Tier 3,Masters,22.4,1.08,90.45,74.4,0
Female,White,Tier 2,,4.6,37.95,69.99,3.33,0
Male,White,Tier 3,Masters,1.5,44.03,65.45,78.44,1
Male,White,Tier 2,Masters,5.8,11.15,,73.64,0
Male,White,Tier 3,Bachelors,2.0,20.78,51.6,24.63,0
Male,Black,Tier 2,Bachelors,18.7,55.85,78.4,80.33,1
Male,Black,Tier 2,,3.8,22.92,39.9,17.6,0
Female,Black,Tier 2,Bachelors,2.1,13.96,68.74,18.25,0
Male,Black,Tier 2,Masters,1.3,45.2,75.03,1.82,0
Male,Hispanic,,Masters,8.6,35.87,54.63,83.47,0
Male,,Tier 1,Bachelors,0.8,35.62,59.5,1.06,0
Male,Black,Tier 3,Bachelors,1.9,21.07,61.78,65.88,0
Other,White,Tier 3,Bachelors,4.3,23.88,,30.16,0
Male,Asian,Tier 3,Bachelors,2.2,,74.73,83.34,1
Female,White,Tier 2,,2.3,29.77,79.6,35.53,0
Male,Black,Tier 1,Bachelors,12.8,32.49,70.44,96.34,1
Male,White,Tier 1,Masters,7.1,8.12,48.28,24.12,0
Male,White,Tier 2,Masters,3.0,23.42,59.6,79.9,0
Male,White,Tier 2,Masters,5.6,40.93,50.8,59.8,0
Female,White,Tier 1,Masters,8.4,49.67,96.23,48.06,1
Male,Asian,Tier 1,PhD,7.4,69.35,87.61,16.39,1
Female,,Tier 3,Bachelors,6.4,46.51,74.86,11.2,0
Female,White,Tier 2,Masters,6.0,47.91,60.9,28.69,0
Male,Black,Tier 1,Masters,5.4,16.99,85.15,17.75,0
Male,Black,Tier 2,Bachelors,7.1,25.52,64.98,,0
Female,Hispanic,Tier 3,Bachelors,1.7,20.96,62.01,89.55,0
Male,Black,Tier 3,Bachelors,2.8,7.24,76.86,82.63,0
Female,White,Tier 2,Bachelors,1.4,23.11,74.15,,0
,Black,Tier 2,Bachelors,,19.03,54.0,36.74,0
Female,White,Tier 2,Bachelors,7.2,30.21,63.43,68.56,0
Male,White,Tier 1,Bachelors,2.6,15.02,80.58,64.83,0
Male,White,Tier 1,Bachelors,1.3,34.17,,8.1,0
Male,White,Tier 1,Masters,0.9,59.97,,4.88,0
Male,White,Tier 3,Bachelors,,18.11,83.38,57.28,0
Male,White,Tier 1,Masters,7.0,46.56,36.35,8.14,0
Male,Black,Tier 1,Masters,4.5,61.75,79.57,15.94,1
Female,Black,Tier 1,Masters,2.3,50.37,85.59,77.01,1
Male,White,Tier 1,Masters,7.0,41.84,69.55,1.14,0
Female,Asian,Tier 1,PhD,1.4,41.23,79.17,0.03,0
Female,White,Tier 2,Bachelors,17.0,23.42,41.3,28.97,0
Female,Black,Tier 3,PhD,5.7,23.33,90.68,49.09,0
Other,Other,Tier 2,,8.0,8.77,96.54,48.62,0
Male,White,Tier 2,Bachelors,2.0,18.53,54.02,19.44,0
Female,White,Tier 2,Masters,4.8,39.29,66.28,78.66,1
Male,White,Tier 2,PhD,3.3,40.9,89.5,47.72,1
Male,White,Tier 2,Masters,14.0,26.35,75.5,13.36,0
Male,Black,Tier 2,Bachelors,4.8,30.94,79.7,21.11,0
Male,White,Tier 2,Bachelors,8.8,31.38,82.9,48.44,1
Male,Other,,,,10.22,71.11,93.21,0
,White,Tier 3,Masters,10.0,32.2,77.76,86.13,1
Male,White,Tier 1,Masters,,39.37,76.29,48.29,1
Male,White,Tier 1,Bachelors,1.4,30.55,81.24,,1
,Black,Tier 2,Bachelors,,38.58,83.59,80.54,1
Male,White,Tier 2,Bachelors,5.2,21.87,51.46,33.57,0
Male,White,,PhD,5.6,23.0,,25.85,0
Male,White,Tier 2,Bachelors,8.4,29.83,77.25,,0
Male,White,Tier 2,Bachelors,0.4,3.01,,34.14,0
Male,Asian,Tier 2,Bachelors,2.3,6.6,58.86,66.1,0
,White,Tier 2,Bachelors,12.5,56.39,87.22,86.63,1
Male,White,Tier 1,Masters,12.1,34.07,96.35,5.35,0
Male,White,,Bachelors,13.4,10.83,71.18,31.25,0
Male,White,Tier 1,PhD,11.6,22.92,72.48,40.66,0
Female,White,,Bachelors,1.9,,60.14,67.32,0
Male,Black,Tier 2,PhD,6.0,35.63,63.1,93.8,1
Male,Asian,Tier 1,Masters,1.4,40.15,72.36,84.63,1
Female,White,Tier 1,Bachelors,8.9,13.24,77.89,52.79,0
Male,White,Tier 2,Bachelors,0.8,,91.78,76.85,1
,,Tier 2,Masters,5.5,,70.96,25.71,0
Male,White,Tier 2,PhD,3.8,24.38,74.03,91.41,1
Male,Hispanic,Tier 2,Masters,4.0,43.35,58.82,61.48,0
Male,White,Tier 2,Bachelors,7.1,19.89,78.8,88.64,1
Male,White,,Bachelors,9.2,11.09,65.87,16.07,0
Female,White,Tier 2,Bachelors,,18.73,,,0
Female,White,Tier 2,Bachelors,0.3,18.36,52.47,51.42,0
Female,,Tier 2,Masters,10.4,33.12,87.18,68.58,1
Male,White,Tier 1,Bachelors,2.9,53.46,90.14,80.27,1
Female,Other,Tier 1,Bachelors,0.1,14.05,77.73,80.92,0
Male,,Tier 1,Bachelors,7.9,29.45,77.73,61.79,1
Female,Black,Tier 1,Bachelors,,41.65,73.37,25.8,0
,Hispanic,Tier 2,Bachelors,1.1,12.37,86.32,90.44,1
Other,White,Tier 3,Masters,17.7,45.61,63.32,75.88,1
Female,Asian,Tier 2,Bachelors,4.3,31.43,98.75,45.09,1
Male,Asian,,Masters,5.8,54.75,75.17,28.42,0
Male,White,Tier 2,PhD,2.3,26.72,79.25,15.46,0
,Asian,Tier 2,Bachelors,5.3,43.65,82.81,,1
Male,,Tier 2,Bachelors,2.0,17.44,57.64,41.84,0
Male,White,Tier 1,Bachelors,9.8,17.94,77.65,91.18,1
Male,,Tier 3,,3.5,29.85,88.53,74.34,1
Female,Black,Tier 2,PhD,,3.43,79.69,16.58,0
Male,White,Tier 1,Bachelors,0.5,47.36,77.45,98.55,1
,White,Tier 2,Masters,9.3,40.82,72.62,,0
Male,White,Tier 3,Bachelors,12.7,31.85,90.98,51.19,1
Male,Hispanic,,PhD,0.6,31.41,79.63,93.96,1
Male,Hispanic,Tier 3,Bachelors,,,98.4,30.17,0
Other,,Tier 3,Masters,,39.72,77.96,5.32,0
Male,White,Tier 2,Masters,10.1,43.47,57.78,93.21,1
Male,White,Tier 1,Bachelors,4.0,58.77,80.09,31.4,1
Female,White,Tier 3,Bachelors,0.0,36.57,86.32,56.27,0
Male,White,Tier 3,Bachelors,0.9,43.61,21.51,7.44,0
Female,White,Tier 1,Bachelors,7.5,39.76,51.5,76.41,0
Female,White,Tier 2,Bachelors,0.9,,57.34,43.28,0
Other,White,Tier 2,Masters,1.4,49.45,51.53,99.61,1
Male,,Tier 2,PhD,3.3,51.74,85.06,32.88,1
Male,Black,Tier 1,Masters,1.2,55.47,77.19,69.96,1
Male,White,,,1.7,14.46,52.35,42.68,0
,White,Tier 2,Bachelors,2.2,12.59,47.92,45.62,0
Male,White,Tier 3,PhD,0.0,5.27,88.48,19.45,0
Male,White,Tier 3,,0.0,43.11,67.79,20.54,0
Female,,Tier 2,Masters,5.3,13.85,95.98,57.94,0
Male,White,Tier 2,Bachelors,9.6,24.2,79.93,30.07,0
Male,White,Tier 1,Masters,0.9,45.63,,43.09,1
Male,White,,PhD,,54.49,83.86,14.01,0
Male,White,Tier 2,PhD,0.5,32.89,43.33,66.0,0
Female,White,,PhD,13.9,40.98,74.13,18.3,0
Male,Black,Tier 1,Bachelors,,29.97,90.74,85.62,1
Male,White,Tier 1,Bachelors,,40.1,66.99,,1
Male,White,Tier 1,PhD,2.2,50.06,72.68,47.01,1
Female,White,Tier 2,Bachelors,6.7,5.59,75.56,23.35,0
Female,Black,Tier 3,Bachelors,4.1,28.8,91.66,14.68,0
Other,Asian,Tier 2,Bachelors,5.4,26.55,,5.57,0
Male,White,Tier 2,PhD,,28.19,70.89,29.23,0
Other,White,Tier 3,Masters,,59.24,83.27,,1
Female,Black,Tier 1,Bachelors,2.5,10.71,79.53,20.07,0
Female,Other,Tier 1,Bachelors,8.0,32.02,34.37,36.02,0
Male,White,Tier 3,PhD,6.2,,66.75,41.55,0
Male,White,Tier 3,Bachelors,12.1,39.27,80.07,89.43,1
Male,Asian,Tier 2,Bachelors,5.1,33.07,65.9,63.99,0
Female,Asian,Tier 2,Bachelors,12.9,26.07,64.79,12.94,0
Male,White,Tier 3,Bachelors,,16.6,64.27,12.46,0
Male,White,Tier 2,Masters,0.3,51.99,93.37,23.95,1
,White,Tier 2,Bachelors,,31.38,77.3,94.11,1
Female,Black,Tier 1,Bachelors,6.6,17.9,,41.8,0
Female,Asian,Tier 1,Masters,7.1,2.81,87.46,43.16,0
Male,Black,Tier 2,Bachelors,0.7,24.98,59.06,54.42,0
Male,Black,Tier 2,Masters,5.4,11.89,88.89,24.49,0
Female,Asian,Tier 1,Masters,5.1,23.58,85.51,10.93,0
Female,Asian,Tier 1,Bachelors,,70.42,86.04,53.52,1
Male,White,Tier 2,,2.6,49.73,86.97,97.9,1
Male,White,Tier 2,Masters,6.0,20.54,49.61,94.35,0
Male,Asian,Tier 2,Masters,,45.92,59.53,19.27,0
Male,Black,Tier 2,,2.8,17.82,63.53,83.29,0
Male,White,Tier 1,Masters,4.7,19.45,52.27,78.92,0
,Asian,Tier 3,Masters,0.4,31.11,90.38,67.03,1
Male,White,Tier 2,Masters,2.2,9.59,85.08,92.9,1
Male,White,Tier 1,PhD,0.3,26.84,88.96,48.68,1
,Black,Tier 1,Bachelors,,,57.57,84.67,0
Male,Black,Tier 1,Masters,0.2,,,,0
Other,,Tier 3,Bachelors,5.2,45.8,90.71,56.11,1
Female,White,Tier 3,Bachelors,7.3,53.04,85.92,20.08,0
Male,White,Tier 3,Bachelors,1.4,32.68,,,0
Male,White,Tier 2,Bachelors,3.1,32.68,87.66,4.0,0
Male,Asian,Tier 3,Bachelors,1.8,13.36,60.99,66.16,0
Male,Asian,Tier 2,,0.7,62.45,75.28,,1
Male,White,Tier 2,Masters,5.8,,76.91,57.29,0
Female,Asian,Tier 2,,,36.85,52.96,66.28,0
Male,Black,Tier 2,Masters,,16.45,84.8,23.33,0
Male,Black,Tier 2,Bachelors,10.8,38.28,87.57,13.36,0
Female,,Tier 1,Bachelors,1.2,24.41,84.48,23.1,0
Female,White,Tier 1,Masters,9.6,6.39,75.92,,0
Other,Black,Tier 2,Bachelors,0.5,25.82,80.02,37.94,0
Male,Black,Tier 2,Bachelors,5.4,,82.83,73.56,1
,White,Tier 1,Masters,2.8,25.07,58.7,72.68,0
Female,,Tier 1,PhD,0.1,22.66,41.59,70.36,0
Male,White,Tier 3,Masters,14.1,20.58,77.01,5.01,0
Female,White,Tier 3,Masters,1.1,17.53,50.81,43.57,0
Male,White,Tier 1,Bachelors,,31.87,79.71,41.28,1
Female,,Tier 2,Bachelors,7.4,31.35,94.04,8.04,0
Male,White,Tier 2,Bachelors,11.2,32.0,78.36,91.89,1
Male,White,Tier 3,Bachelors,15.4,7.31,83.71,50.33,0
Male,Black,Tier 3,Bachelors,1.1,35.23,62.88,8.13,0
Male,White,Tier 3,Bachelors,5.1,19.38,80.69,66.97,0
Female,White,Tier 3,Bachelors,2.0,40.19,62.75,82.75,0
Male,White,Tier 1,Masters,7.1,,71.87,14.3,0
Male,White,Tier 2,Bachelors,0.8,24.76,90.33,25.4,0
Male,Asian,Tier 1,Bachelors,1.9,13.52,26.59,55.33,0
Male,Black,Tier 2,Bachelors,1.0,24.55,72.07,52.89,0
Male,White,Tier 2,Masters,12.8,19.9,85.85,14.5,0
Male,Other,Tier 1,Bachelors,0.5,12.41,23.78,86.08,0
Female,Asian,,Masters,1.5,34.52,89.69,36.12,0
Male,,,Bachelors,0.5,33.36,76.83,92.03,1
Female,Black,Tier 3,PhD,1.1,26.65,69.16,10.89,0
Female,Hispanic,Tier 2,Bachelors,3.2,,91.15,97.52,1
Male,,,,1.6,11.4,79.63,13.85,0
Female,White,Tier 3,Masters,1.9,18.99,72.02,69.83,0
Male,Asian,Tier 2,Bachelors,0.4,8.93,59.56,62.86,0
Female,White,Tier 3,Masters,,13.15,66.95,35.21,0
Female,Black,Tier 2,PhD,10.9,21.51,81.59,47.16,0
Female,Hispanic,Tier 3,,12.5,16.16,69.09,18.44,0
Male,Black,Tier 2,Bachelors,0.8,33.75,70.85,27.93,0
Female,,Tier 1,Bachelors,3.4,53.32,39.9,30.3,0
Male,White,Tier 2,Masters,6.7,25.74,78.33,74.78,1
Male,Black,,,3.5,39.91,,59.49,0
Female,Black,Tier 1,Bachelors,,1.11,94.55,42.23,0
Male,Other,Tier 3,Bachelors,22.4,32.71,63.9,42.02,0
,Asian,Tier 2,Bachelors,6.2,62.16,80.98,,1
Male,Black,Tier 3,Masters,15.9,11.44,84.86,18.29,0
